"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.788906458E0,-2.128573608E0,6.207441559E0,2.096540222E0
3.798681458E0,-1.831291809E0,6.470145264E0,2.347568207E0
3.808479458E0,-1.729653168E0,6.489754486E0,2.570454712E0
3.818243458E0,-1.663790131E0,6.588848419E0,2.594554596E0
3.828034458E0,-1.582209778E0,6.856491852E0,2.512225800E0
3.837827458E0,-1.637744293E0,7.197333069E0,2.315834198E0
3.847613458E0,-1.701960754E0,7.857160950E0,1.897753601E0
3.857386458E0,-1.731299744E0,8.351433105E0,1.688339081E0
3.867172458E0,-1.954785004E0,8.633895721E0,1.483564911E0
3.876959458E0,-2.291135559E0,9.178762665E0,1.098415833E0
3.886732458E0,-2.696043549E0,9.785750427E0,7.370672607E-1
3.896527458E0,-2.970422974E0,1.019484970E1,5.191204834E-1
3.906292458E0,-3.245999908E0,1.059047699E1,3.900888062E-1
3.916072458E0,-3.508104858E0,1.110525650E1,2.754272461E-1
3.925860458E0,-3.381468201E0,1.148127457E1,1.666035461E-1
3.935644458E0,-3.171305237E0,1.177182037E1,2.023791504E-1
3.945441458E0,-2.718496857E0,1.163530426E1,1.763333130E-1
3.955212458E0,-2.420017548E0,1.152947433E1,2.917433167E-1
3.964993458E0,-2.323318634E0,1.122291183E1,3.858975220E-1
3.974793458E0,-2.362537079E0,1.091170898E1,5.830375671E-1
3.984558458E0,-2.562072144E0,1.053149963E1,7.068301392E-1
3.994355458E0,-2.571352844E0,1.000384689E1,8.693920898E-1
4.004120458E0,-2.502046967E0,9.457033997E0,1.284628601E0
4.013922458E0,-2.429148560E0,8.943451996E0,1.611997833E0
4.023685458E0,-2.464175720E0,8.885971527E0,1.651964722E0
4.033484458E0,-2.739153900E0,8.501271515E0,1.359622650E0
4.043249458E0,-3.184328156E0,8.084238739E0,1.310824127E0
4.053046458E0,-3.662284241E0,7.505542145E0,1.324445801E0
